Summary_name,Summary_url,Summary_Floor_No,Summary_No_Rooms,Summary_No_Bathrooms,Summary_Area_m2,Summary_Add_ID,Summary_Publishing_Date,Summary_Price_EGP,Summary_Seller_Type,Summary_Price_P_M
"شقة 150 م س لوكس بميدان الف مسكن
Ain Shams, Greater Cairo
150 M² 3 2
800,000 EGP",https://aqarmap.com.eg/en/listing/3133475-for-sale-cairo-ain-shams,5,3,2,150 M²,EG-3133475,5/1/2022,"800,000 EGP",Property Owner,"5,333 EGP/M²"
"شقة مفروشة للبيع
Greater Cairo
64 M² 2 1
1,500,000 EGP",https://aqarmap.com.eg/en/listing/3133474-for-sale-cairo,2,1,64 M²,EG-3133474,5/1/2022,"1,500,000 EGP",Property Owner,"23,438 EGP/M²",
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
153 M² 3 2
1,125,000 EGP",https://aqarmap.com.eg/en/listing/3133410-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,5,3,2,2022,SEMI_FINISHED,Main Street,153 M²,EG-3133410,5/1/2022
"Apartments For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
155 M² 3 2
725,000 EGP",https://aqarmap.com.eg/en/listing/3133161-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,1,3,2,2021,SEMI_FINISHED,Main Street,155 M²,Apartments For sale in The 2000 Pieces,5/1/2022
"Apartments For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
155 M² 3 2
580,000 EGP",https://aqarmap.com.eg/en/listing/3133164-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,1,3,2,2021,SEMI_FINISHED,Main Street,155 M²,Apartments For sale in The 2000 Pieces,5/1/2022
"Apartments For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
145 M² 3 2
650,000 EGP",https://aqarmap.com.eg/en/listing/3133181-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,1,3,2,2021,SEMI_FINISHED,Main Street,145 M²,Apartments For sale in The 2000 Pieces,5/1/2022
"Penthouse For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
290 M² 4 3
900,000 EGP",https://aqarmap.com.eg/en/listing/3133207-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,3,4,3,2021,SEMI_FINISHED,Main Street,290 M²,Penthouse For sale in The 2000 Pieces,5/1/2022
"Apartments For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
145 M² 3 2
570,000 EGP",https://aqarmap.com.eg/en/listing/3133185-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,1,3,2,2021,SEMI_FINISHED,Main Street,145 M²,Apartments For sale in The 2000 Pieces,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
169 M² 3 3
1,327,000 EGP",https://aqarmap.com.eg/en/listing/3133397-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,3,3,3,2022,SEMI_FINISHED,Main Street,169 M²,EG-3133397,5/1/2022
"Apartments For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
160 M² 3 2
900,000 EGP",https://aqarmap.com.eg/en/listing/3133244-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,2,3,2,2021,SEMI_FINISHED,Corner,160 M²,Apartments For sale in The 2000 Pieces,5/1/2022
"Penthouse For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
290 M² 4 3
720,000 EGP",https://aqarmap.com.eg/en/listing/3133226-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,3,4,3,2021,SEMI_FINISHED,Main Street,290 M²,Penthouse For sale in The 2000 Pieces,5/1/2022
"شقة ١٩٥ للبيع بافاريا تاون
Greater Cairo
195 M² 3 2
1,600,000 EGP",https://aqarmap.com.eg/en/listing/3133446-for-sale-cairo,2,3,2,195 M²,EG-3133446,5/1/2022,"1,600,000 EGP",Property Owner,"8,205 EGP/M²"
"شقة للبيع من المالك مباشرة
Compounds in Elshorouk City, El Shorouk
126 M² 3 2
600,000 EGP",https://aqarmap.com.eg/en/listing/3133444-for-sale-mdyn-lshrwq-compounds,3,2,126 M²,EG-3133444,5/1/2022,"600,000 EGP",Property Owner,"4,762 EGP/M²",
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
160 M² 3 3
1,172,000 EGP",https://aqarmap.com.eg/en/listing/3133389-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,4,3,3,2022,SEMI_FINISHED,Main Street,160 M²,EG-3133389,5/1/2022
"شقة بالنزهة الجديدة ١١٠ متر
Greater Cairo
110 M² 2 2
270,000 EGP",https://aqarmap.com.eg/en/listing/3133432-for-sale-cairo,6,2,2,110 M²,EG-3133432,5/1/2022,"270,000 EGP",Property Owner,"2,455 EGP/M²"
"Penthouse For sale in Touristic Area A
المنطقة السياحية أ, حدائق أكتوبر
270 M² 4 3
700,000 EGP",https://aqarmap.com.eg/en/listing/3133382-for-sale-cairo-6th-of-october-hadaeq-october-lmntq-lsyhy,3,4,3,2020,SEMI_FINISHED,Side Street,270 M²,Penthouse For sale in Touristic Area A,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
156 M² 3 2
1,315,000 EGP",https://aqarmap.com.eg/en/listing/3133379-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,4,3,2,2022,SEMI_FINISHED,Main Street,156 M²,EG-3133379,5/1/2022
"Apartments For sale in IL MONDO Compound
كمبوند الموندو - رافكو, كمبوند بالعاصمة الادارية الجديدة
182 M² 3 3
2,109,380 EGP",https://aqarmap.com.eg/en/listing/3133354-for-sale-cairo-new-administrative-capital-new-capital-compounds-il-mondo,1,3,3,2020,SEMI_FINISHED,Main Street,182 M²,Apartments For sale in IL MONDO Compound,5/1/2022
"Flat for sale
Greater Cairo
330 M² 4 2
2,700,000 EGP",https://aqarmap.com.eg/en/listing/3133421-for-sale-cairo,10,4,2,330 M²,EG-3133421,5/1/2022,"2,700,000 EGP",Property Owner,"8,182 EGP/M²"
"التجمع الخامس
Greater Cairo
183 M² 3 3
2,250,000 EGP",https://aqarmap.com.eg/en/listing/3133420-for-sale-cairo,3,3,3,183 M²,EG-3133420,5/1/2022,"2,250,000 EGP",Property Owner,"12,295 EGP/M²"
"شقق للبيع تمليك كاش وقسط دير الملاك حدايق القبه مصر والسودان
Greater Cairo
140 M² 3 1
850,000 EGP",https://aqarmap.com.eg/en/listing/3133419-for-sale-cairo,6,3,1,140 M²,EG-3133419,5/1/2022,"850,000 EGP",Property Owner,"6,071 EGP/M²"
"شقه سوبر لوكس هاديه في البيطاش علي الشارع
Hamad Agami St., Kafr Tuhurmos
160 M² 3 2
760,000 EGP",https://aqarmap.com.eg/en/listing/3133417-for-sale-cairo-faisal-kafr-tohormos-hamad-agami-st,9,3,2,160 M²,EG-3133417,5/1/2022,"760,000 EGP",شقه سوبر لوكس هاديه في البيطاش علي الشارع,"4,750 EGP/M²"
"شقه للبيع في برج سكني جديد
Giza Square, South El Jizah District
140 M² 3 2
195,000 EGP",https://aqarmap.com.eg/en/listing/3133415-for-sale-cairo-hy-jnwb-ljyz-el-giza-square,5,3,2,140 M²,EG-3133415,5/1/2022,"195,000 EGP",Property Owner,"1,393 EGP/M²"
"شقه في عزبه النخل ٧٨ متر
Greater Cairo
78 M² 2 1
185,000 EGP",https://aqarmap.com.eg/en/listing/3133413-for-sale-cairo,2,1,78 M²,EG-3133413,5/1/2022,"185,000 EGP",Property Owner,"2,372 EGP/M²",
"Apartments For sale in El Behouth
البحوث / التحرير, الدقي
226 M² 3 4
3,750,000 EGP",https://aqarmap.com.eg/en/listing/3133328-for-sale-cairo-dokki-el-behoth,17,3,4,1990,LUX,Main Street,226 M²,EG-3133328,5/1/2022
"شقة بالعجمى خطوات من شارع العجمى الرئيسى بالقرب من بوابه ٨
Hamad Agami St., Kafr Tuhurmos
95 M² 2 1
240,000 EGP",https://aqarmap.com.eg/en/listing/3133404-for-sale-cairo-faisal-kafr-tohormos-hamad-agami-st,2,2,1,95 M²,EG-3133404,5/1/2022,"240,000 EGP",شقة بالعجمى خطوات من شارع العجمى الرئيسى بالقرب من بوابه ٨,"2,526 EGP/M²"
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
145 M² 3 3
1,207,000 EGP",https://aqarmap.com.eg/en/listing/3133368-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,Ground,3,3,2022,SEMI_FINISHED,Main Street,145 M²,EG-3133368,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
212 M² 4 3
1,885,000 EGP",https://aqarmap.com.eg/en/listing/3133356-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,4,4,3,2022,SEMI_FINISHED,Main Street,212 M²,EG-3133356,5/1/2022
"شقه للبيع الشيخ زايد ٦ اكتوبر
6th of October, Greater Cairo
136 M² 3 2
1,400,000 EGP",https://aqarmap.com.eg/en/listing/3133399-for-sale-cairo-6th-of-october,4,3,2,136 M²,EG-3133399,5/1/2022,"1,400,000 EGP",Property Owner,"10,294 EGP/M²"
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
145 M² 3 3
1,207,000 EGP",https://aqarmap.com.eg/en/listing/3133345-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,Ground,3,3,2022,SEMI_FINISHED,Main Street,145 M²,EG-3133345,5/1/2022
"Apartment 2 Bedrooms fully finished delivery 2022 with installments
كمبوند ذا ادرس ايست - درة جروب, كمبوند بالتجمع الخامس
121 M² 2 1
2,480,000 EGP",https://aqarmap.com.eg/en/listing/3133286-for-sale-cairo-new-cairo-compounds-the-address-east,2,2,1,2022,SUPER_LUX,Garden,121 M²,Apartment 2 Bedrooms fully finished delivery 2022 with installments,5/1/2022
"Apartments For sale in The 2000 Pieces
حي 2000 قطعة, التوسعات الشمالية
145 M² 3 2
630,000 EGP",https://aqarmap.com.eg/en/listing/3133323-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-hy-2000-qt,3,3,2,2020,SEMI_FINISHED,Main Street,145 M²,Apartments For sale in The 2000 Pieces,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
220 M² 4 3
1,969,000 EGP",https://aqarmap.com.eg/en/listing/3133334-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,5,4,3,2022,SEMI_FINISHED,Main Street,220 M²,EG-3133334,5/1/2022
"Apartments For sale in IL MONDO Compound - Rfco
كمبوند الموندو - رافكو, كمبوند بالعاصمة الادارية الجديدة
200 M² 3 3
2,160,000 EGP",https://aqarmap.com.eg/en/listing/3133299-for-sale-cairo-new-administrative-capital-new-capital-compounds-il-mondo,1,3,3,2020,SEMI_FINISHED,Main Street,200 M²,Apartments For sale in IL MONDO Compound - Rfco,5/1/2022
"شقة للبيع في اللوتس الشمالية
Greater Cairo
202 M² 3 2
18,000,000 EGP",https://aqarmap.com.eg/en/listing/3133374-for-sale-cairo,4,3,2,202 M²,EG-3133374,5/1/2022,"18,000,000 EGP",Property Owner,"89,109 EGP/M²"
"شقة 185 متر فى شارع جمال عبد الناصر جسر السويس سوبر لوكس
Gesr Al Suez St., Merryland
185 M² 3 2
500,000 EGP",https://aqarmap.com.eg/en/listing/3133373-for-sale-cairo-heliopolis-merryland-gesr-al-suez-st,8,3,2,185 M²,EG-3133373,5/1/2022,"500,000 EGP",شقة 185 متر فى شارع جمال عبد الناصر جسر السويس سوبر لوكس,"2,703 EGP/M²"
"للبيع علي الكورنيش مباشرة
Mokattam, Greater Cairo
180 M² 3 2
2,300,000 EGP",https://aqarmap.com.eg/en/listing/3133372-for-sale-cairo-mokattam,5,3,2,180 M²,EG-3133372,5/1/2022,"2,300,000 EGP",Property Owner,"12,778 EGP/M²"
"Apartments 165 M² Semi Finished in OIA Compound - Edge Holding
كمبوند اويا - ايدج هولدينج, R7
165 M² 3 3
2,100,000 EGP",https://aqarmap.com.eg/en/listing/3133063-for-sale-cairo-new-administrative-capital-r7-oia,5,3,3,2022,SEMI_FINISHED,Garden,165 M²,Apartments 165 M² Semi Finished in OIA Compound - Edge Holding,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
160 M² 3 3
1,160,000 EGP",https://aqarmap.com.eg/en/listing/3133320-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,1,3,3,2022,SEMI_FINISHED,Main Street,160 M²,EG-3133320,5/1/2022
"شقه للبيع ب مدينه نصر ب اخر مكرم عبيد 250 م تشطيب سوبر لوكس
Nasr City, Greater Cairo
250 M² 3 2
1,600,000 EGP",https://aqarmap.com.eg/en/listing/3133371-for-sale-cairo-nasr-city,1,3,2,250 M²,EG-3133371,5/1/2022,"1,600,000 EGP",Property Owner,"6,400 EGP/M²"
"Apartments For sale in Kafr Nassar
كفر نصار, فيصل
100 M² 3 1
255,000 EGP",https://aqarmap.com.eg/en/listing/3133298-for-sale-cairo-faisal-kafr-nasar,11,3,1,2020,LUX,Side Street,100 M²,EG-3133298,5/1/2022
"شقة للبيع بالحي الخامس عشر دور تالت قسط 430 متغير مدفوع خمس سنوات من
10th of Ramadan, Greater Cairo
90 M² 3 1
220,000 EGP",https://aqarmap.com.eg/en/listing/3133362-for-sale-cairo-10th-of-ramadan,3,3,1,90 M²,EG-3133362,5/1/2022,"220,000 EGP",Property Owner,"2,444 EGP/M²"
"بمدكور فيصل خلف البنك الأهلي
Faisal, Greater Cairo
120 M² 3 2
280,000 EGP",https://aqarmap.com.eg/en/listing/3133361-for-sale-cairo-faisal,6,3,2,120 M²,EG-3133361,5/1/2022,"280,000 EGP",Property Owner,"2,333 EGP/M²"
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
203 M² 3 3
1,523,000 EGP",https://aqarmap.com.eg/en/listing/3133305-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,Ground,3,3,2022,SEMI_FINISHED,Main Street,203 M²,EG-3133305,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
202 M² 4 3
1,808,000 EGP",https://aqarmap.com.eg/en/listing/3133292-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,1,4,3,2022,SEMI_FINISHED,Main Street,202 M²,EG-3133292,5/1/2022
"Apartments For sale in Dokki - D174
الدقي, الدقي
108 M² 2 2
1,500,000 EGP",https://aqarmap.com.eg/en/listing/3133243-for-sale-cairo-dokki-dokki,8,2,2,2000,LUX,Main Street,108 M²,EG-3133243,5/1/2022
"شقه بكمبوند جرين فيو
10th of Ramadan, Greater Cairo
80 M² 2 1
160,000 EGP",https://aqarmap.com.eg/en/listing/3133350-for-sale-cairo-10th-of-ramadan,5,2,1,80 M²,EG-3133350,5/1/2022,"160,000 EGP",Property Owner,"2,000 EGP/M²"
"Apartment 145 meters for sale in Mountain View iCity Fifth Settlement
التسعين: بين صينية ماونتن فيو والجامعة الأمريكية, شارع التسعين
145 M² 3 1
2,680,000 EGP",https://aqarmap.com.eg/en/listing/3132603-for-sale-cairo-new-cairo-compounds,2,3,1,2021,SEMI_FINISHED,Garden,145 M²,EG-3132603,5/1/2022
"شقة تشطيب سوبر لوكس امام مول القصر بحلوان للبيع من المالك مباشرة
Helwan, Greater Cairo
90 M² 2 1
500,000 EGP",https://aqarmap.com.eg/en/listing/3133348-for-sale-cairo-helwan,2,2,1,90 M²,EG-3133348,5/1/2022,"500,000 EGP",Property Owner,"5,556 EGP/M²"
"Apartment 158 ​​meters for sale, immediate delivery, in Taj City Compound
الشويفات, القاهرة الجديدة - التجمع الخامس
158 M² 3 2
2,356,000 EGP",https://aqarmap.com.eg/en/listing/3132334-for-sale-cairo-new-cairo-el-choueifat,2,3,2,2021,SEMI_FINISHED,Garden,158 M²,EG-3132334,5/1/2022
"Apartments For sale in Capital Heights
كابيتال هايتس, كمبوند بالعاصمة الادارية الجديدة
107 M² 2 2
2,663,460 EGP",https://aqarmap.com.eg/en/listing/3133253-for-sale-cairo-new-administrative-capital-new-capital-compounds-capital-heights,1,2,2,2020,EXTRA_SUPER_LUX,Main Street,107 M²,Apartments For sale in Capital Heights,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
149 M² 3 3
1,036,000 EGP",https://aqarmap.com.eg/en/listing/3133279-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,Ground,3,3,2022,SEMI_FINISHED,Main Street,149 M²,EG-3133279,5/1/2022
"شقة بحدائق الاهرام
Giza Square, South El Jizah District
110 M² 2 1
430,000 EGP",https://aqarmap.com.eg/en/listing/3133338-for-sale-cairo-hy-jnwb-ljyz-el-giza-square,2,1,110 M²,EG-3133338,5/1/2022,"430,000 EGP",Property Owner,"3,909 EGP/M²",
"Apartment for sale on Crystal Lagoon inside Mountain View Fifth Settlement
التسعين: بين كايرو فيستفال سيتي وصينية ماونتن فيو, شارع التسعين
160 M² 3 2
3,105,000 EGP",https://aqarmap.com.eg/en/listing/3132654-for-sale-cairo-new-cairo-shareaa-el-tesean-90th:-between-cairo-festival-city-and-mountain-view-roundabout,1,3,2,2021,SEMI_FINISHED,Garden,160 M²,Apartment for sale on Crystal Lagoon inside Mountain View Fifth Settlement,5/1/2022
"شقه سكنيه
El Moneeb, South El Jizah District
200 M² 3 1
1,050,000 EGP",https://aqarmap.com.eg/en/listing/3133336-for-sale-cairo-hy-jnwb-ljyz-el-moneeb,2,3,1,200 M²,EG-3133336,5/1/2022,"1,050,000 EGP",Property Owner,"5,250 EGP/M²"
"شقة بكبواند دجلة جرادنز
6th of October, Greater Cairo
80 M² 2 1
460,000 EGP",https://aqarmap.com.eg/en/listing/3133329-for-sale-cairo-6th-of-october,3,2,1,80 M²,EG-3133329,5/1/2022,"460,000 EGP",Property Owner,"5,750 EGP/M²"
"شقة دوبلكس بفيصل للبيع
Faisal, Greater Cairo
200 M² 3 2
850,000 EGP",https://aqarmap.com.eg/en/listing/3133319-for-sale-cairo-faisal,1,3,2,200 M²,EG-3133319,5/1/2022,"850,000 EGP",Property Owner,"4,250 EGP/M²"
"شقه للبيع 110 متر برج حديث 2007 الدور التاني بالقرب من ميدان الحلميه
Greater Cairo
110 M² 2 1
650,000 EGP",https://aqarmap.com.eg/en/listing/3133316-for-sale-cairo,2,2,1,110 M²,EG-3133316,5/1/2022,"650,000 EGP",Property Owner,"5,909 EGP/M²"
"Apartments For sale in Badya Compound - Palm Hills Developments
كمبوند بادية - بالم هيلز, كمبوند في ٦ اكتوبر
177 M² 3 3
3,515,000 EGP",https://aqarmap.com.eg/en/listing/3133250-for-sale-cairo-6th-of-october-compound-badya,3,3,3,2023,EXTRA_SUPER_LUX,Garden,177 M²,Apartments For sale in Badya Compound - Palm Hills Developments,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
202 M² 4 3
1,808,000 EGP",https://aqarmap.com.eg/en/listing/3133261-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,5,4,3,2022,SEMI_FINISHED,Main Street,202 M²,EG-3133261,5/1/2022
"شقة للبيع
Greater Cairo
140 M² 3 3
850,000 EGP",https://aqarmap.com.eg/en/listing/3133311-for-sale-cairo,1,3,3,140 M²,EG-3133311,5/1/2022,"850,000 EGP",Property Owner,"6,071 EGP/M²"
"فرصه لا تعوض
El Marg, Greater Cairo
100 M² 3 1
300,000 EGP",https://aqarmap.com.eg/en/listing/3133310-for-sale-cairo-el-marg,4,3,1,100 M²,EG-3133310,5/1/2022,"300,000 EGP",Property Owner,"3,000 EGP/M²"
"شقة على شارع بورسعيد الرئيسي
Greater Cairo
164 M² 3 2
700,000 EGP",https://aqarmap.com.eg/en/listing/3133308-for-sale-cairo,4,3,2,164 M²,EG-3133308,5/1/2022,"700,000 EGP",Property Owner,"4,268 EGP/M²"
"شقه للبيع م نصر مصطفى النحاس الرئيسي شقق شركه مدينه نصر ١٦٠ م صافى
Greater Cairo
190 M² 3 2
1,500,000 EGP",https://aqarmap.com.eg/en/listing/3133304-for-sale-cairo,3,3,2,190 M²,EG-3133304,5/1/2022,"1,500,000 EGP",Property Owner,"7,895 EGP/M²"
"شقه للبيع
Hamad Agami St., Kafr Tuhurmos
100 M² 1 1
280,000 EGP",https://aqarmap.com.eg/en/listing/3133300-for-sale-cairo-faisal-kafr-tohormos-hamad-agami-st,1,1,100 M²,EG-3133300,5/1/2022,"280,000 EGP",Property Owner,شقه للبيع,
"شقة ١٤٠م حى البشاير ٦ أكتوبر تشطيب سوبر لوكس
6th of October, Greater Cairo
140 M² 3 2
1,000,000 EGP",https://aqarmap.com.eg/en/listing/3133295-for-sale-cairo-6th-of-october,3,3,2,140 M²,EG-3133295,5/1/2022,"1,000,000 EGP",Property Owner,"7,143 EGP/M²"
"شقة تشطيب سوبر لوكس للبيع بشارع ١٩٩دجلة المعادي
2ب شارع ١٩٩دجلة المعادي عمارات القادة
180 M² 3 2
1,700,000 EGP",https://aqarmap.com.eg/en/listing/3133217-for-sale-cairo-el-maadi-degla-street-199,8,3,2,2000,SUPER_LUX,Main Street,180 M²,شقة تشطيب سوبر لوكس للبيع بشارع ١٩٩دجلة المعادي,5/1/2022
"Apartments For sale in (South Academy (D
جنوب الاكاديميه (د), جنوب الأكاديمية
211 M² 3 2
2,400,000 EGP",https://aqarmap.com.eg/en/listing/3133197-for-sale-cairo-new-cairo-ganob-el-akadamiya-%28south-academy-%28d,1,3,2,2018,SEMI_FINISHED,Main Street,211 M²,Apartments For sale in (South Academy (D,5/1/2022
"شقة لقطة للبيع في المعادى
El Maadi, Greater Cairo
120 M² 3 2
350,000 EGP",https://aqarmap.com.eg/en/listing/3133272-for-sale-cairo-el-maadi,10,3,2,120 M²,EG-3133272,5/1/2022,"350,000 EGP",Property Owner,"2,917 EGP/M²"
"شقه للبيع بعربة النخل سوبر لوكس بجوار نزله الكوبرى الجديد
Greater Cairo
65 M² 2 1
210,000 EGP",https://aqarmap.com.eg/en/listing/3133270-for-sale-cairo,7,2,1,65 M²,EG-3133270,5/1/2022,"210,000 EGP",Property Owner,"3,231 EGP/M²"
"Apartments For sale in Capital Heights 2 Compound
كمبوند كابيتال هايتس 2 - الصفوة العقارية, كمبوند بالعاصمة الادارية الجديدة
160 M² 3 3
3,907,440 EGP",https://aqarmap.com.eg/en/listing/3133229-for-sale-cairo-new-administrative-capital-new-capital-compounds-kmbwnd-kbytl-hyts-2-lsfw-l-qry,1,3,3,2020,EXTRA_SUPER_LUX,Main Street,160 M²,Apartments For sale in Capital Heights 2 Compound,5/1/2022
"شقه للبيع
El Sheikh Zayed City, Greater Cairo
108 M² 3 1
1,100,000 EGP",https://aqarmap.com.eg/en/listing/3133269-for-sale-cairo-el-sheikh-zayed-city,3,1,108 M²,EG-3133269,5/1/2022,"1,100,000 EGP",Property Owner,"10,185 EGP/M²",
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
212 M² 4 3
1,885,000 EGP",https://aqarmap.com.eg/en/listing/3133237-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,5,4,3,2022,SEMI_FINISHED,Main Street,212 M²,EG-3133237,5/1/2022
"شقة للبيع بحلمية الزيتون
Helmeyat El Zaytoun, El Zaytun
150 M² 3 1
900,000 EGP",https://aqarmap.com.eg/en/listing/3133268-for-sale-cairo-el-zaytun-hlmy-lzytwn,1,3,1,150 M²,EG-3133268,5/1/2022,"900,000 EGP",Property Owner,"6,000 EGP/M²"
"featured
Apartments For sale in 1st District
المنطقة الأولى, الهضبة الوسطى
150 M² 3 2
950,000 EGP",https://aqarmap.com.eg/en/listing/3133227-for-sale-cairo-maadi-ring-road-medium-plateau-el-mantaqa-el-olaa,3,3,2,2021,SEMI_FINISHED,Side Street,150 M²,EG-3133227,5/1/2022
"شقه في المهندسين احمد عرابي
El Mohandessin Buildings, Ganob El Ahyaa
110 M² 2 1
900,000 EGP",https://aqarmap.com.eg/en/listing/3133254-for-sale-cairo-6th-of-october-ganob-el-ahyaaa-mrt-lmhndsyn,7,2,1,110 M²,EG-3133254,5/1/2022,"900,000 EGP",شقه في المهندسين احمد عرابي,"8,182 EGP/M²"
"شقة في ابراج الياسمين زهراء المعادي ٢٥٠ متر
Greater Cairo
250 M² 3 3
2,200,000 EGP",https://aqarmap.com.eg/en/listing/3133251-for-sale-cairo,5,3,3,250 M²,EG-3133251,5/1/2022,"2,200,000 EGP",Property Owner,"8,800 EGP/M²"
"باسكان الشباب المستقبل ٦ أكتوبر شقة للبيع ثالث بلكونة بعد الأرضي
6th of October, Greater Cairo
63 M² 2 1
250,000 EGP",https://aqarmap.com.eg/en/listing/3133249-for-sale-cairo-6th-of-october,3,2,1,63 M²,EG-3133249,5/1/2022,"250,000 EGP",Property Owner,"3,968 EGP/M²"
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
220 M² 4 3
1,969,000 EGP",https://aqarmap.com.eg/en/listing/3133224-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,3,4,3,2022,SEMI_FINISHED,Main Street,220 M²,EG-3133224,5/1/2022
"Apartments For sale in Dokki - D173
الدقي, الدقي
150 M² 2 1
1,300,000 EGP",https://aqarmap.com.eg/en/listing/3133206-for-sale-cairo-dokki-dokki,12,2,1,1995,SUPER_LUX,Main Street,150 M²,EG-3133206,5/1/2022
"للبيع شقه في النزهه اتنين تشطيب عالي
Gesr Al Suez St., Merryland
160 M² 3 1
470,000 EGP",https://aqarmap.com.eg/en/listing/3133231-for-sale-cairo-heliopolis-merryland-gesr-al-suez-st,9,3,1,160 M²,EG-3133231,5/1/2022,"470,000 EGP",للبيع شقه في النزهه اتنين تشطيب عالي,"2,938 EGP/M²"
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
210 M² 4 3
1,838,000 EGP",https://aqarmap.com.eg/en/listing/3133211-for-sale-cairo-hlywbwlys-ljdyd-compounds-in-new-heliopolis,5,4,3,2022,SEMI_FINISHED,Main Street,210 M²,EG-3133211,5/1/2022
"شقة للبيع
Nasr City, Greater Cairo
150 M² 5 2
1,000,000 EGP",https://aqarmap.com.eg/en/listing/3133228-for-sale-cairo-nasr-city,2,5,2,150 M²,EG-3133228,5/1/2022,"1,000,000 EGP",Property Owner,"6,667 EGP/M²"
"Apartments For sale in Street 33
شارع 33, المنطقة السابعة
165 M² 3 2
940,000 EGP",https://aqarmap.com.eg/en/listing/3133187-for-sale-cairo-maadi-ring-road-medium-plateau-7th-zone-street-33,3,3,2,2021,SEMI_FINISHED,Garden,165 M²,Apartments For sale in Street 33,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
220 M² 4 3
1,969,000 EGP",https://aqarmap.com.eg/en/listing/3133203-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,5,4,3,2022,SEMI_FINISHED,Main Street,220 M²,EG-3133203,5/1/2022
"شقه للبيع مميزه
Giza Square, South El Jizah District
150 M² 3 2
650,000 EGP",https://aqarmap.com.eg/en/listing/3133219-for-sale-cairo-hy-jnwb-ljyz-el-giza-square,9,3,2,150 M²,EG-3133219,5/1/2022,"650,000 EGP",Property Owner,"4,333 EGP/M²"
